-4.999550000000000409e+02 1.322795982048910801e+01
-4.998550000000000182e+02 8.498194686571372003e+00
-4.997549999999999955e+02 1.780896988875230491e+01
-4.996549999999999159e+02 6.451057291469412647e+00
-4.995550000000001205e+02 1.464300936058607405e+01
-4.994550000000000409e+02 5.949010404305153266e+00
-4.993550000000000182e+02 1.388183881056932556e+01
-4.992549999999999955e+02 9.855732580331098447e+00
-4.991549999999999159e+02 7.428127848407198641e+00
-4.990550000000001205e+02 7.564692895548150275e+00
-4.989550000000000409e+02 6.748664505427366400e+00
-4.988550000000000182e+02 1.354915453763329936e+01
-4.987549999999999955e+02 1.184464393258511805e+01
-4.986549999999999159e+02 1.669167112278661946e+01
-4.985550000000001205e+02 1.032265227115443551e+01
-4.984550000000000409e+02 1.151753407703391474e+01
-4.983550000000000182e+02 1.048235703820814635e+01
-4.982549999999999955e+02 1.456520394321302447e+01
-4.981549999999999159e+02 1.141638059258699478e+01
-4.980550000000001205e+02 9.176389256498410418e+00
-4.979550000000000409e+02 1.228715528030677362e+01
-4.978550000000000182e+02 1.373594574057032958e+01
-4.977549999999999955e+02 1.083176119481534094e+01
-4.976549999999999159e+02 9.049769064202319413e+00
-4.975550000000001205e+02 4.929437300859389026e+00
-4.974550000000000409e+02 1.595725380026167706e+01
-4.973550000000000182e+02 8.577082996816978167e+00
-4.972549999999999955e+02 6.638465607279742997e+00
-4.971549999999999159e+02 5.128845139901890171e+00
-4.970550000000001205e+02 9.232884513107233460e+00
-4.969550000000000409e+02 1.271070977407168456e+01
-4.968550000000000182e+02 9.183520513870053747e+00
-4.967549999999999955e+02 1.650523167001596292e+01
-4.966549999999999159e+02 1.651509900001125786e+01
-4.965550000000001205e+02 7.000550511317934266e+00
-4.964550000000000409e+02 1.149834509976271235e+01
-4.963550000000000182e+02 6.950956110966380663e+00
-4.962549999999999955e+02 9.959643981673401925e+00
-4.961549999999999159e+02 1.428824111744927450e+01
-4.960550000000001205e+02 8.123934935972325633e+00
-4.959550000000000409e+02 6.888394020125026884e+00
-4.958550000000000182e+02 1.038188051656501898e+01
-4.957549999999999955e+02 1.019693966514373784e+01
-4.956549999999999159e+02 7.189787514668743995e+00
-4.955550000000001205e+02 9.588121244862563231e+00
-4.954550000000000409e+02 1.135466223120080542e+01
-4.953550000000000182e+02 9.845238025818586536e+00
-4.952549999999999955e+02 1.058606183300993564e+01
-4.951549999999999159e+02 9.879749896125193942e+00
-4.950550000000001205e+02 1.170482765688969806e+01
-4.949550000000000409e+02 7.523258138901645964e+00
-4.948550000000000182e+02 9.539706278927100769e+00
-4.947549999999999955e+02 1.369726406419479403e+01
-4.946549999999999159e+02 1.059632485054133255e+01
-4.945550000000001205e+02 1.129521461447478714e+01
-4.944550000000000409e+02 1.062136144640083479e+01
-4.943550000000000182e+02 1.179297425566881152e+01
-4.942549999999999955e+02 1.323612104205517426e+01
-4.941549999999999159e+02 1.335545907248183006e+01
-4.940550000000001205e+02 1.102550310038765780e+01
-4.939550000000000409e+02 1.179923268566039418e+01
-4.938550000000000182e+02 1.006609870241963556e+01
-4.937549999999999955e+02 1.294455735506495486e+01
-4.936549999999999159e+02 8.364017370458251222e+00
-4.935550000000001205e+02 8.398304317416487308e+00
-4.934550000000000409e+02 6.395521765388609836e+00
-4.933550000000000182e+02 1.274593505675590066e+01
-4.932549999999999955e+02 7.788059214329130953e+00
-4.931549999999999159e+02 1.342342722463659399e+01
-4.930550000000001205e+02 4.859919182492722811e+00
-4.929550000000000409e+02 9.323733786836339021e+00
-4.928550000000000182e+02 1.155229009671080043e+01
-4.927549999999999955e+02 1.080008766036702106e+01
-4.926549999999999159e+02 1.308124378155578427e+01
-4.925550000000001205e+02 1.313121274692499085e+01
-4.924550000000000409e+02 9.663053354995620126e+00
-4.923550000000000182e+02 8.551698949711148856e+00
-4.922549999999999955e+02 7.524766152442469824e+00
-4.921549999999999159e+02 1.754765236338920786e+01
-4.920550000000001205e+02 7.803177702386368431e+00
-4.919550000000000409e+02 8.834925520079641714e+00
-4.918550000000000182e+02 1.451718411133761322e+01
-4.917549999999999955e+02 1.336408224663609268e+01
-4.916549999999999159e+02 1.022411457601309337e+01
-4.915550000000001205e+02 1.017632044779208655e+01
-4.914550000000000409e+02 9.936806537543967366e+00
-4.913550000000000182e+02 6.818604597257518662e+00
-4.912549999999999955e+02 9.131905068679113668e+00
-4.911549999999999159e+02 1.005427017119342814e+01
-4.910550000000001205e+02 9.840302557127206029e+00
-4.909550000000000409e+02 1.299542687771610261e+01
-4.908550000000000182e+02 1.752628331359471048e+01
-4.907549999999999955e+02 1.209227546793355579e+01
-4.906549999999999159e+02 1.847232095682887376e+01
-4.905550000000001205e+02 1.076762405833141045e+01
-4.904550000000000409e+02 1.610040671007235957e+01
-4.903550000000000182e+02 8.160319868305839108e+00
-4.902549999999999955e+02 1.369916537339845775e+01
-4.901549999999999159e+02 1.860414700091397577e+01
-4.900550000000001205e+02 1.026376259491141241e+01
-4.899550000000000409e+02 4.927579633742647403e+00
-4.898550000000000182e+02 1.296298490810196746e+01
-4.897549999999999955e+02 1.699365560204093129e+01
-4.896549999999999159e+02 8.136085353712392276e+00
-4.895550000000001205e+02 1.279617107825273514e+01
-4.894550000000000409e+02 1.079285284016992463e+01
-4.893550000000000182e+02 9.008537721200889692e+00
-4.892549999999999955e+02 1.703548108888815449e+01
-4.891549999999999159e+02 1.513280642740404325e+01
-4.890550000000001205e+02 1.351535990015644373e+01
-4.889550000000000409e+02 9.012992612182559427e+00
-4.888550000000000182e+02 5.417739961627398237e+00
-4.887549999999999955e+02 1.274334968899959186e+01
-4.886549999999999159e+02 1.411045589277686574e+01
-4.885550000000001205e+02 1.555815953169497945e+01
-4.884550000000000409e+02 1.355253071551438815e+01
-4.883550000000000182e+02 6.560633971373316164e+00
-4.882549999999999955e+02 1.254601629697460119e+01
-4.881549999999999159e+02 1.288449116734954636e+01
-4.880550000000001205e+02 1.275363633795674723e+01
-4.879550000000000409e+02 8.133998168778747484e+00
-4.878550000000000182e+02 8.244708134012636691e+00
-4.877549999999999955e+02 1.175399270093002002e+01
-4.876549999999999159e+02 1.089615269516889917e+01
-4.875550000000001205e+02 1.123467685310348330e+01
-4.874550000000000409e+02 1.562682297455714320e+01
-4.873550000000000182e+02 6.164609016571986899e+00
-4.872549999999999955e+02 1.906409398418372092e+01
-4.871549999999999159e+02 5.427399413835360065e+00
