1.585015850158501827e-01 2.475061739741598876e-01 4.784060305126097701e-01
4.765047650476503804e-01 2.163747063391703029e-01 4.193903457219464448e-01
7.945079450794507725e-01 2.246698283316734546e-01 3.878848158885911945e-01
1.112511125111250943e+00 3.160905851831725677e-01 3.084432508389103877e-01
1.430514305143051335e+00 2.368177219055966898e-01 3.176520410308882325e-01
1.748517485174851505e+00 2.140535149539283255e-01 4.048621013282609482e-01
2.066520665206651675e+00 1.964991121375298244e-01 3.763827679177913499e-01
2.384523845238452289e+00 2.550089621717582800e-01 3.507129402052746037e-01
2.702527025270252459e+00 1.452401935243903541e-01 3.575612478633845570e-01
3.020530205302052185e+00 1.202435744287460306e-01 3.635167508923200508e-01
3.338533385333853243e+00 1.658492586129005908e-01 3.314223536178560470e-01
3.656536565365653857e+00 1.350202093989529839e-01 2.521468892716017263e-01
3.974539745397453139e+00 8.895772803438310727e-02 1.421552318169791163e-01
4.292542925429254197e+00 2.021582095295339568e-02 9.833313903218796059e-02
4.610546105461054367e+00 1.248344901701113341e-01 1.111617646778151197e-01
4.928549285492854537e+00 1.277988204416192208e-01 1.019940670930133270e-01
5.246552465524654707e+00 9.569717687156262254e-02 2.589708550562719314e-02
5.564555645556454877e+00 4.974368194172779090e-02 2.623262007622913575e-02
5.882558825588255935e+00 -8.989356923436322977e-02 1.203802900640473655e-02
6.200562005620054329e+00 -2.254671683722894449e-01 -1.497033648875296247e-02
6.518565185651854499e+00 -2.820173164764655516e-01 6.031612414219193058e-02
6.836568365683656445e+00 -4.076154779590541177e-01 2.362840541454338250e-01
7.154571545715455727e+00 -4.601860270693163280e-01 2.299996107225916742e-01
7.472574725747256785e+00 -4.567774031526765643e-01 1.998790374283198057e-01
7.790577905779057843e+00 -4.093605797213788478e-01 1.265088822776389288e-01
8.108581085810856237e+00 -3.655835986413170091e-01 9.406743299316525087e-02
8.426584265842656407e+00 -4.146896698282385718e-01 1.458807800884065475e-01
8.744587445874458354e+00 -3.679027201256505064e-01 2.298947914051532038e-01
9.062590625906256747e+00 -3.957266681147050824e-01 1.505419386795363579e-01
9.380593805938056917e+00 -3.611649657643792311e-01 6.999367736833293774e-02
9.698596985969858864e+00 -2.701484123207653076e-01 9.930661381203063909e-02
1.001660016600165903e+01 -1.558879572476731534e-01 2.002724415479627817e-01
1.033460334603345920e+01 -8.612619812556808474e-02 1.144268802211138303e-01
1.065260652606525937e+01 -5.013648344248598787e-02 7.979252995218347189e-02
1.097060970609705954e+01 -1.073107559723654111e-02 1.171399076565024094e-01
1.128861288612885971e+01 -1.026042549308050916e-01 1.917751615832761214e-01
